"Y01","Account_Type","Additional_Seats","Age","Arrival_Time","Auto_Renew_STH","Concession_Total","Cust_ID","DistA","Educational_Level","Favorite_Caps_Player","Favorite_Sport","Favorite_Team","First_Year_STH","HouseHold_Income_True","ID","Job_Sector","Last_Contact","Marital","Mode_Of_Transport","Most_Purch_Concession","Mult_Loc","Net_Worth_True","Num_Children","NumSeats","PerSold","PerTransf","PerUsed","Rejoined_STH","Rep_Calls","Rep_Name","Rep_Visits","Seating_Location","Sex","Spent_Other_Teams","State_Name","STH_Attended","Survey_Comp","Team_B_STH","Team_C_STH","Team_Network_Sub","Team_Store_Total","Tenure","Ticket_Form","Total_Spent","Weekday_Attended","Weekday_Sold","Weekend_Attended","Weekend_Sold","Zip_Codes","Contact_Year","Contact_Month","Contact_Day","Contact_Weekday","Contact_Hour","Marital_Original","Region","Flag_Tenure_High","Flag_Survey_Invalid"
0,"Business",0,38,30,"Yes",1211.82,106047472,NA,NA,NA,NA,"Washington Capitals",2023,140000,59,NA,2019-08-20 14:16:05.689565,"S",NA,"Hot Dog","No",NA,3,4,0.009302932,0.027800558,0.041861289,FALSE,59,"Alice",14,"Club","F",1514.775,"South Dakota",2,0,NA,NA,"No",0,2,"Digital",2726.595,0.510638298,0.489361702,0.45,0.076,57105,2019,8,20,"Tue",14,"S","Midwest",0,0
1,"Business",0,52,0,"Yes",1430.91,106065906,3,NA,NA,NA,"Washington Capitals",2005,1e+05,60,NA,2023-05-26 09:40:34.547024,"M",NA,"Beer","No",NA,4,4,0.128503562,0.221450643,0.667702304,FALSE,58,"David",19,"Suite","M",0,"District of Columbia",3,0.2,NA,NA,"Yes",699.43,20,"Digital",2130.34,0.739716312,0.260283688,0.68,0.094,20008,2023,5,26,"Fri",9,"M","DCArea",0,0
0,"Personal",0,29,15,"Yes",703.83,106105856,NA,NA,NA,NA,"Other",2024,NA,61,NA,2020-02-01 03:16:01.12804,"M",NA,"Soda","No",650000,1,2,0.017142536,0.068577121,0.199416109,FALSE,NA,"Alice",7,"426","M",936.725,"California",1,0.24,NA,NA,"Yes",45.55,1,"Digital",1686.105,0.709929078,0.290070922,0.95,0.075,90004,2020,2,1,"Sat",3,"M","West",0,0
1,"Personal",0,65,30,"Yes",908.22,106115267,NA,"PHD","Sonny Milano","Other","Washington Capitals",1983,180000,62,"Gov",2022-02-19 00:57:53.310088,"M","Uber/Taxi","Beer","No",NA,0,2,0.142147866,0.288486434,0.92,FALSE,63,"David",10,"Club","M",0,"Maryland",4,0.32,"No","No","No",0,42,"Digital",908.22,0.963829787,0.036170213,0.87,0.086,21211,2022,2,19,"Sat",0,"M","DCArea",0,0
1,"Shared",0,89,45,"Yes",903.21,106145912,32,NA,NA,NA,"Washington Capitals",1999,NA,63,NA,2018-09-09 08:32:18.569523,"S",NA,"Popcorn","No",1100000,0,2,0.175466794,0.077087219,0.83,FALSE,39,"Frank",22.5,"211","F",1729.42,"Virginia",4,0.12,NA,NA,"Yes",826.21,26,"Digital",3458.84,0.34893617,0.65106383,0.43,0.168,20101,2018,9,9,"Sun",8,"S","DCArea",0,0
0,"Personal",0,84,45,"Yes",788.46,106324005,NA,NA,NA,NA,"Washington Capitals",1992,65000,64,NA,2018-08-15 00:06:29.03752,"M",NA,"Beer","No",NA,2,2,0.042567865,0.06376308,0.008445466,FALSE,77,"David",16,"115","M",500,"North Dakota",0,0,NA,NA,"No",1143.74,33,"Digital",2432.2,0.780851064,0.219148936,0.9,0.086,58101,2018,8,15,"Wed",0,"M","Midwest",0,0
1,"Personal",0,29,30,"No",697.73,106382653,37,NA,NA,NA,"Washington Capitals",2019,NA,65,NA,2024-11-23 11:24:46.238824,"M",NA,"Beer","No",NA,2,2,0.074975564,0.231522187,0.604466525,FALSE,NA,"Ivy",12,"415","F",1131.8625,"Maryland",3,0.12,NA,NA,"No",207.76,6,"Digital",2037.3525,0.568085106,0.431914894,0.65,0.057,21205,2024,11,23,"Sat",11,"M","DCArea",0,0
1,"Personal",0,51,45,"Yes",1362.97,106606082,2,NA,NA,NA,"Washington Capitals",1997,170000,66,NA,2020-10-09 06:14:52.177539,"M",NA,"Specialty","No",1900000,8,4,0.140180774,0.099770028,0.834405885,FALSE,54,"Emma",20,"Club","M",1168.335,"District of Columbia",4,0.41,NA,NA,"Yes",973.7,28,"Digital",3505.005,0.714184397,0.285815603,0.84,0.189,20009,2020,10,9,"Fri",6,"M","DCArea",0,0
1,"Personal",0,29,-30,"Yes",935,106652338,40,"BD","Tom Wilson","NHL","Washington Capitals",2024,55000,67,"Gov",2024-09-03 04:23:21.739738,"D","Uber/Taxi","Beer","No",NA,NA,2,0.163253287,0.165554656,0.655885251,FALSE,61.45868222,"Alice",7.5,"207","M",0,"Maryland",1,0.19,"Yes","Yes","No",71.87,1,"Digital",1006.87,0.409929078,0.590070922,0.57,0.274,21206,2024,9,3,"Tue",4,"D","DCArea",0,0
0,"Personal",0,NA,30,"Yes",925.19,106772086,NA,NA,NA,NA,"Other",2022,NA,68,NA,2019-10-06 00:14:30.775824,"M",NA,"Other","No",NA,3,4,0.029176025,0.015495597,0.142671049,FALSE,47,"Ivy",4,"415","M",500,"North Dakota",1,0.15,NA,NA,"No",114.92,3,"Digital",1540.11,0.821985816,0.178014184,0.42,0.042,58108,2019,10,6,"Sun",0,"M","Midwest",0,0
1,"Personal",0,19,-30,"Yes",736.1,106964181,32,NA,NA,NA,"Washington Capitals",2024,NA,69,NA,2019-01-11 22:58:58.735389,"M",NA,"Soda","No",2e+05,0,2,0.012197285,0.248057604,0.888858439,FALSE,72.94586625,"Ivy",4.5,"215","M",500,"Virginia",1,0.25,NA,NA,"No",79.76,1,"Digital",1315.86,0.546808511,0.453191489,0.85,0.101,20101,2019,1,11,"Fri",22,"M","DCArea",0,0
1,"Personal",0,99,30,"Yes",889.26,107209144,32,"HS","Tom Wilson","Other","Washington Capitals",2025,120000,70,"Tech",2022-02-03 09:53:37.554183,"M","Public","Popcorn","No",NA,0,2,0.021743135,0.028276904,0.611905194,FALSE,75.67103766,"Alice",10,"116","M",500,"Virginia",1,0.15,"No","No","No",74.8,1,"Digital",1464.06,0.954716312,0.045283688,0.99,0.118,20103,2022,2,3,"Thu",9,"M","DCArea",0,0
1,"Personal",0,83,30,"Yes",928.8,107291675,32,NA,NA,NA,"Washington Capitals",2006,NA,71,NA,2024-11-21 16:01:35.141977,"M",NA,"Beer","No",1250000,2,2,0.25578077,0.025318727,0.615236759,FALSE,71,"David",8.5,"208","M",0,"Virginia",1,0.35,NA,NA,"No",661.1,19,"Digital",1589.9,0.644680851,0.355319149,0.77,0.312,20104,2024,11,21,"Thu",16,"M","DCArea",0,0
1,"Shared",0,NA,30,"No",977.36,107360577,85,NA,NA,NA,"New Jersey Devils",2017,NA,72,NA,2021-05-16 04:25:02.243055,"M",NA,"Specialty","No",350000,1,4,0.061929671,0.027741327,0.76,TRUE,76.28267555,"Grace",7,"401","M",500,"Delaware",1,0.23,NA,NA,"Yes",126.14,3,"Digital",1603.5,0.294326241,0.705673759,0.66,0.102,19909,2021,5,16,"Sun",4,"M","South",0,0
1,"Personal",0,92,30,"Yes",1248.27,107427389,NA,"BD","Ryan Leonard","NHL","Washington Capitals",1995,60000,73,"Gov",2024-01-04 06:38:11.07156,"M","Uber/Taxi","Popcorn","No",NA,1,4,0.017186708,0.224582918,0.866242297,FALSE,77,"Frank",15,"Club","M",1248.27,"District of Columbia",2,0,"No","No","No",0,30,"Digital",2496.54,0.887234043,0.112765957,1,0.097,20003,2024,1,4,"Thu",6,"M","DCArea",0,0
1,"Shared",0,28,45,"No",961.28,107456317,132,"AD","John Carlson","Other","Philadelphia Flyers",2019,NA,74,"Tech",2020-10-06 15:20:34.024085,"S","Car","Soda","No",NA,0,4,0.09755591,0.101349465,0.651489395,TRUE,52.6188932,"Ivy",10,"428","M",1324.6875,"Pennsylvania",3,0.52,"No","Yes","No",98.47,1,"Digital",2384.4375,0.605673759,0.394326241,0.56,0.089,19001,2020,10,6,"Tue",15,"S","Northeast",0,0
1,"Personal",0,90,45,"Yes",1289.95,107457746,259,NA,NA,NA,"Other",1984,NA,75,NA,2023-07-13 04:28:04.171962,"S",NA,"Soda","No",NA,0,4,0.003909915,0.010445546,0.058087198,FALSE,70,"David",21,"Club","M",500,"West Virginia",4,0.21,NA,NA,"Yes",1300.05,41,"Physical",3090,0.628368794,0.371631206,0.89,0.014,25313,2023,7,13,"Thu",4,"S","South",0,0
0,"Personal",0,NA,15,"Yes",1793.66,107470560,NA,NA,NA,NA,"Washington Capitals",2020,NA,76,NA,2022-02-18 18:00:04.46449,"S",NA,"Popcorn","No",NA,2,6,0.013677307,0.018904026,0.060707316,TRUE,71,"Ivy",10,"105","M",0,"Arkansas",1,0.63,NA,NA,"No",114.68,1,"Digital",1908.34,0.724822695,0.275177305,0.53,0.083,72210,2022,2,18,"Fri",18,"S","South",0,0
1,"Personal",0,37,45,"Yes",708.92,107487197,32,NA,NA,NA,"Washington Capitals",2022,NA,77,NA,2020-03-23 21:45:04.945879,"M",NA,"Beer","No",NA,4,2,0.026387446,0.144289304,0.86,FALSE,71.42903394,"Other",10,"419",NA,1044.6375,"Virginia",1,0.08,NA,NA,"No",126.79,3,"Digital",1880.3475,0.570921986,0.429078014,0.81,0.037,20101,2020,3,23,"Mon",21,"M","DCArea",0,0
1,"Personal",0,88,30,"Yes",1117.16,107636538,1,"BD","Tom Wilson","NHL","Washington Capitals",1982,NA,78,"Finance",2018-09-11 18:33:09.501963,"M","Public","Popcorn","No",NA,0,4,0.026087256,0.026874989,0.898047664,FALSE,46,"Emma",17.5,"229","M",500,"District of Columbia",2,0.35,"No","No","No",1492.62,43,"Digital",3109.78,0.65035461,0.34964539,0.49,0.003,20006,2018,9,11,"Tue",18,"M","DCArea",0,0
1,"Personal",0,35,15,"Yes",748.78,107657790,249,NA,NA,NA,"Other",2014,NA,79,NA,2023-09-10 09:06:35.852047,"M",NA,"Hot Dog","No",NA,6,2,0.216176992,0.04848078,0.140717406,FALSE,75,NA,NA,"428","F",1435.975,"West Virginia",2,0.17,NA,NA,"Yes",0,11,"Digital",2184.755,0.634751773,0.365248227,0.66,0.087,25302,2023,9,10,"Sun",9,"M","South",0,0
1,"Personal",0,87,45,"No",1881.55,107756845,NA,"BD","Nicklas Backstrom","NHL","Washington Capitals",2012,NA,80,"Finance",2023-05-31 16:17:15.429534,"M","Public","Peanuts","No",NA,1,6,0.029655571,0.046353728,0.628171483,FALSE,78,"David",16,"Club","M",1172.405,"Maryland",2,0.21,"No","Yes","Yes",463.26,13,"Digital",3517.215,0.717021277,0.282978723,1,0.135,21212,2023,5,31,"Wed",16,"M","DCArea",0,0
1,"Personal",0,62,30,"Yes",740.42,107824154,39,NA,NA,NA,"Washington Capitals",1987,35000,81,NA,2023-01-10 20:44:56.08374,"D",NA,"Soda","No",50000,0,2,0.004801857,0.049387004,0.195653888,FALSE,76,"David",13,"431","F",1425.525,"Maryland",1,0,NA,NA,"No",0,38,"Digital",2165.945,0.512056738,0.487943262,0.68,0.023,21212,2023,1,10,"Tue",20,"D","DCArea",0,0
1,"Personal",0,89,15,"Yes",930.43,108015835,184,NA,NA,NA,"Other",1999,NA,82,NA,2019-10-19 01:37:53.994995,"M",NA,"Other","No",NA,1,2,0.057772682,0.022780457,0.116604369,FALSE,59,"Emma",48,"Suite","F",5433.07,"North Carolina",2,0.18,NA,NA,"No",4502.64,26,"Physical",10866.14,0.613475177,0.386524823,0.71,0.083,27507,2019,10,19,"Sat",1,"M","South",0,0
0,"Personal",0,75,30,"Yes",783.39,108126415,NA,NA,NA,NA,"Other",1983,NA,83,NA,2020-03-27 20:13:27.778352,"M",NA,"Beer","No",150000,0,2,0.092876873,0.062628528,0.15501063,FALSE,54,"Frank",15,"Club","M",0,"California",2,0.38,NA,NA,"No",1455.26,42,"Digital",2238.65,0.487234043,0.512765957,0.64,0.024,90008,2020,3,27,"Fri",20,"M","West",0,0
1,"Personal",0,29,30,"Yes",674.98,108364331,32,"AD","Anthony Beauvillier","NHL","Washington Capitals",2023,NA,84,"Gov",2020-06-21 02:21:58.313201,"M","Car","Specialty","No",1e+05,2,2,0.019710259,0.028282592,0.763018786,FALSE,26.76661066,"Grace",3.5,"222","M",943.9625,"Virginia",0,0.39,"No","No","Yes",80.19,2,"Digital",1699.1325,0.792198582,0.207801418,0.99,0.019,20101,2020,6,21,"Sun",2,"M","DCArea",0,0
1,"Personal",0,75,60,"Yes",1245.74,108481747,36,NA,NA,NA,"Washington Capitals",2014,NA,85,NA,2019-01-10 12:21:51.634809,"M",NA,"Beer","No",NA,0,4,0.08490948,0.056297824,0.9,TRUE,47,"Emma",14,"Club","M",1725.4375,"Maryland",3,0.32,NA,NA,"Yes",134.61,3,"Digital",3105.7875,0.44893617,0.55106383,0.68,0.007,21202,2019,1,10,"Thu",12,"M","DCArea",0,0
1,"Personal",0,96,60,"No",1915.18,108630175,85,"HS","T.J. Oshie","NHL","Washington Capitals",2022,NA,86,"Gov",2023-01-26 02:08:54.738412,"M","Car","Soda","No",2050000,0,6,0.057348176,0.014892583,0.85,FALSE,65,"Frank",NA,"Club","M",1039.565,"Delaware",3,0,"Yes","No","Yes",163.95,3,"Digital",3118.695,0.80070922,0.19929078,0.97,0.044,19909,2023,1,26,"Thu",2,"M","South",0,0
1,"Shared",0,93,30,"Yes",875.03,108893908,27,NA,NA,NA,"Washington Capitals",2009,75000,87,NA,2019-08-26 09:02:16.032877,NA,NA,"Popcorn","No",1400000,1,2,0.226483499,0.171658205,0.820592076,FALSE,61.67232352,"Emma",22,"Club","M",500,"Virginia",1,0,NA,NA,"No",2789.41,16,"Digital",4164.44,0.464539007,0.535460993,0.91,0.247,20110,2019,8,26,"Mon",9,NA,"DCArea",0,0
1,"Personal",0,NA,45,"Yes",787.61,108944811,37,NA,NA,NA,"Washington Capitals",1994,95000,88,NA,2018-03-03 18:05:28.24829,"M",NA,"Hot Dog","No",NA,1,2,0.006006389,0.039084139,0.417171215,FALSE,69,"Emma",14,"120","M",500,"Maryland",2,0,NA,NA,"Yes",1075.06,31,"Digital",2362.67,0.606382979,0.393617021,0.91,0.013,21208,2018,3,3,"Sat",18,"M","DCArea",0,0
1,"Personal",0,69,30,"Yes",795.42,108963420,NA,NA,NA,NA,"Washington Capitals",2003,65000,89,NA,2020-01-03 19:18:09.788041,"M",NA,"Soda","No",4e+05,1,2,0.097612452,0.031292207,0.030362118,FALSE,47.35510704,"Emma",21,"417","M",500,"West Virginia",2,0.12,NA,NA,"No",3802.76,22,"Digital",5098.18,0.786524823,0.213475177,0.92,0.048,25306,2020,1,3,"Fri",19,"M","South",0,0
0,"Business",0,70,15,"Yes",772.26,109062722,254,NA,NA,NA,"Washington Capitals",2017,NA,90,NA,2022-11-12 03:10:16.363826,NA,NA,"Soda","No",NA,2,2,0.234683587,0.003,0.046759334,FALSE,43,"Other",4,"Suite","M",0,"West Virginia",0,0.45,NA,NA,"No",270.41,8,"Physical",1042.67,0.704255319,0.295744681,0.43,0.207,25303,2022,11,12,"Sat",3,NA,"South",0,0
1,"Personal",0,45,30,"Yes",1400.83,109103222,136,NA,NA,NA,"Philadelphia Flyers",2005,NA,91,NA,2020-01-25 23:30:03.192808,"D",NA,"Beer","No",1450000,0,4,0.178863713,0.013712623,0.108725303,FALSE,67,"Emma",28,"Club","M",500,"Pennsylvania",1,0.4,NA,NA,"No",3481.02,20,"Digital",5381.85,0.49787234,0.50212766,0.68,0.112,19006,2020,1,25,"Sat",23,"D","Northeast",0,0
1,"Personal",0,35,30,"Yes",1010.16,109258219,132,"MD","Tom Wilson","NHL","Philadelphia Flyers",2020,NA,92,"Finance",2025-01-11 14:28:34.004074,"M","Car","Burger","No",NA,4,4,0.030985766,0.051919953,0.687014562,FALSE,56.62285025,"Ivy",12,"402","M",500,"Pennsylvania",2,0.24,"No","No","Yes",185.55,5,"Digital",1695.71,0.636170213,0.363829787,0.69,0.048,19005,2025,1,11,"Sat",14,"M","Northeast",0,0
1,"Personal",0,79,45,"Yes",815.12,109300250,NA,NA,NA,NA,"New Jersey Devils",2015,75000,93,NA,2021-04-08 22:59:16.636177,"M",NA,"Soda","No",NA,3,2,0.045592809,0.006460039,0.055827046,FALSE,57,"Frank",20,"Suite","M",1450.6625,"New Jersey",4,0,NA,NA,"No",345.41,10,"Physical",2611.1925,0.654609929,0.345390071,0.78,0.007,7009,2021,4,8,"Thu",22,"M","Northeast",0,0
1,"Personal",0,20,30,"Yes",791.64,109391758,32,"SC","Alexander Ovechkin","NHL","Washington Capitals",2024,NA,94,"Manufact",2019-11-22 12:47:31.896762,"M","Public","Hot Dog","No",NA,0,2,0.264198621,0.075901809,0.853504709,FALSE,75,"Alice",7,"121","M",0,"Virginia",2,0.52,"No","No","No",83.95,1,"Digital",875.59,0.587943262,0.412056738,0.97,0.241,20105,2019,11,22,"Fri",12,"M","DCArea",0,0
1,"Personal",0,62,30,"Yes",1375.47,109406792,85,"HS","T.J. Oshie","NHL","Washington Capitals",2025,NA,95,"Manufact",2020-03-27 08:27:31.292425,"M","Uber/Taxi","Beer","No",1300000,0,4,0.109030517,0.077582393,0.769277134,FALSE,62,"Alice",10,"Suite","M",0,"Delaware",3,0.4,"Yes","No","No",100.5,1,"Physical",1475.97,0.982269504,0.017730496,0.81,0.196,19902,2020,3,27,"Fri",8,"M","South",0,0
1,"Business",0,50,0,"Yes",1359.23,109460399,37,NA,NA,NA,"Washington Capitals",2002,65000,96,NA,2019-03-16 09:47:07.918095,"D",NA,"Beer","No",1200000,6,4,0.142945163,0.042965023,0.45861659,FALSE,65,"Emma",16,"Suite","M",500,"Maryland",5,0.09,NA,NA,"Yes",800.63,23,"Digital",2659.86,0.527659574,0.472340426,0.91,0.065,21205,2019,3,16,"Sat",9,"D","DCArea",0,0
1,"Personal",0,NA,45,"Yes",2400.74,109596870,NA,"BD","Alexander Ovechkin","NHL","Washington Capitals",1998,NA,97,"Gov",2021-11-18 02:28:59.439301,"M","Car","Specialty","No",1750000,3,8,0.102226176,0.005822932,0.027152168,FALSE,57,"Frank",30,"109","M",3343.17,"Delaware",4,0.46,"No","No","Yes",942.43,27,"Digital",6686.34,0.39929078,0.60070922,0.48,0.01,19903,2021,11,18,"Thu",2,"M","South",0,0
0,"Personal",9,26,30,"Yes",2103.6,109617180,NA,NA,NA,NA,"Other",2017,1e+05,98,NA,2021-07-05 18:42:21.606391,"M",NA,"Soda","Other",6e+05,2,8,0.016,0.049,0.139,TRUE,61.88426358,"Frank",16.5,"433","M",500,"Colorado",2,0.31,NA,NA,"No",0,3,"Digital",2603.6,1,0,1,0,80205,2021,7,5,"Mon",18,"M","West",0,0
0,"Personal",8,26,30,"Yes",2103.6,109617180,NA,"BD","T.J. Oshie","Other","Other",2017,NA,99,"Finance",2021-07-05 18:42:21.606391,"M","Uber/Taxi","Soda","Other",6e+05,2,9,0.022,0.1,0.196,TRUE,61.88426358,"Frank",16.5,"403","M",500,"Colorado",2,0.31,"No","Yes","No",0,NA,"Digital",2603.6,1,0,1,0,80205,2021,7,5,"Mon",18,"M","West",NA,0
0,"Personal",0,24,15,"Yes",1142.67,109734972,251,"BD","T.J. Oshie","Other","Philadelphia Flyers",2019,NA,100,"Tech",2019-08-13 15:05:33.219416,"M","Uber/Taxi","Hot Dog","No",450000,0,4,0.140912946,0.030269179,0.85,TRUE,55.5755559,NA,8.5,"202","M",500,"West Virginia",3,0.17,"No","No","No",0,NA,"Digital",1642.67,0.684397163,0.315602837,0.91,0.126,25305,2019,8,13,"Tue",15,"M","South",NA,0
1,"Business",0,64,30,"Yes",1839.14,109822420,116,"SC","Sonny Milano","Other","Philadelphia Flyers",2020,55000,101,"Gov",2018-11-30 21:51:57.511194,"D","Car","Popcorn","No",NA,0,6,0.045580292,0.128585851,0.882287273,TRUE,53,"Alice",14,"Club",NA,500,"Pennsylvania",1,0.22,"No","Yes","No",113.11,1,"Digital",2452.25,0.582978723,0.417021277,0.78,0.143,19008,2018,11,30,"Fri",21,"D","Northeast",0,0
1,"Personal",0,60,30,"Yes",1233.92,109842435,40,NA,NA,NA,"Washington Capitals",2021,NA,102,NA,2021-03-13 00:59:34.418713,"D",NA,"Specialty","No",NA,0,4,0.004830886,0.081530719,0.804345364,FALSE,48,"Other",14,"100","M",1397.64,"Maryland",4,0.14,NA,NA,"Yes",163.72,4,"Digital",2795.28,0.536170213,0.463829787,0.79,0.024,21206,2021,3,13,"Sat",0,"D","DCArea",0,0
1,"Personal",0,54,60,"Yes",1287.88,110210542,NA,NA,NA,NA,"Washington Capitals",2011,80000,103,NA,2023-02-02 23:15:36.312698,"M",NA,"Popcorn","No",NA,4,4,0.101793025,0.022972612,0.835835015,FALSE,33,"Emma",25,"105","M",2226.25,"District of Columbia",4,0.25,NA,NA,"Yes",493.12,14,"Digital",4007.25,0.556737589,0.443262411,0.86,0.05,20008,2023,2,2,"Thu",23,"M","DCArea",0,0
1,"Personal",0,61,15,"Yes",1005.1,110247305,NA,NA,NA,NA,"Washington Capitals",2014,NA,104,NA,2019-12-02 05:09:59.270652,"M",NA,"Soda","No",NA,0,4,0.005869618,0.078095805,0.526681385,FALSE,60,NA,19,"404","M",1742.3375,"Maryland",3,0.25,NA,NA,"No",388.77,NA,"Digital",3136.2075,0.691489362,0.308510638,0.86,0.127,21206,2019,12,2,"Mon",5,"M","DCArea",NA,0
1,"Personal",0,63,45,"Yes",1292.23,110300898,28,NA,NA,NA,"Washington Capitals",2006,115000,105,NA,2021-04-05 01:10:38.127767,"M",NA,"Hot Dog","No",NA,0,4,0.027051738,0.304452647,0.531755661,FALSE,63,"Frank",12,"Club","M",500,"Virginia",4,0.31,NA,NA,"No",0,19,"Digital",1792.23,0.814893617,0.185106383,0.87,0.008,20109,2021,4,5,"Mon",1,"M","DCArea",0,0
1,"Personal",0,98,30,"Yes",1360.78,110382371,3,NA,NA,NA,"Washington Capitals",1986,NA,106,NA,2024-09-07 01:15:54.619753,"M",NA,"Beer","No",950000,0,4,0.055818743,0.251149279,0.613370521,FALSE,76,"Frank",21.5,"214","M",500,"District of Columbia",2,0.2,NA,NA,"No",1355.74,39,"Digital",3216.52,0.860283688,0.139716312,0.98,0.069,20002,2024,9,7,"Sat",1,"M","DCArea",0,0
1,"Shared",0,56,-15,"Yes",975.49,110385434,3,NA,NA,NA,"Washington Capitals",2021,NA,107,NA,2018-07-19 00:53:13.432447,"M",NA,"Burger","No",1350000,2,4,0.00368699,0.110702019,0.718013582,FALSE,54,"Grace",7,"428","M",1219.3625,"District of Columbia",1,0.28,NA,NA,"No",0,4,"Digital",2194.8525,0.453191489,0.546808511,0.52,0.069,20002,2018,7,19,"Thu",0,"M","DCArea",0,0
1,"Personal",0,31,-15,"No",931.51,110641196,35,NA,NA,NA,"Washington Capitals",2012,NA,108,NA,2024-11-24 02:27:08.128358,NA,NA,"Hot Dog","No",9e+05,2,2,0,0.3,0.553035857,FALSE,42,NA,15,"Club","M",1164.3875,"Maryland",1,0.42,NA,NA,"No",0,13,"Digital",2095.8975,0.853191489,0.146808511,0.73,0.017,21201,2024,11,24,"Sun",2,NA,"DCArea",0,0
1,"Business",0,68,-15,"Yes",1365.55,110684322,3,NA,NA,NA,"Washington Capitals",2025,70000,109,NA,2019-01-04 19:21:03.66002,"M",NA,"Beer","No",NA,0,4,1,0,0.743171014,FALSE,NA,"Grace",17,"Suite","M",1848.35,"District of Columbia",2,0,NA,NA,"Yes",113.13,1,"Digital",3327.03,0.861702128,0.138297872,0.91,0.245,20002,2019,1,4,"Fri",19,"M","DCArea",0,0
1,"Personal",0,34,45,"Yes",820.49,110741163,201,NA,NA,NA,"New Jersey Devils",2014,95000,110,NA,2020-06-10 17:00:58.348359,NA,NA,"Beer","No",550000,4,2,0.114668752,0.022236203,0.1693798,FALSE,61,"Frank",12,"404","M",1197.89,"New Jersey",1,0.3,NA,NA,"Yes",377.4,11,"Digital",2395.78,0.458865248,0.541134752,0.89,0.042,7009,2020,6,10,"Wed",17,NA,"Northeast",0,0
1,"Personal",0,38,30,"Yes",1328.49,110848419,NA,NA,NA,NA,"Washington Capitals",2010,165000,111,NA,2024-11-21 19:54:14.412168,"M",NA,"Popcorn","No",NA,3,4,0.097586001,0.01,0.659866832,FALSE,64,"Frank",24,"Club","M",2315.6625,"District of Columbia",2,0,NA,NA,"Yes",524.04,15,"Digital",4168.1925,0.787943262,0.212056738,0.55,0.043,20010,2024,11,21,"Thu",19,"M","DCArea",0,0
1,"Personal",0,50,30,"Yes",910.85,110861020,1,"BD","Jakob Chychrun","NHL","Washington Capitals",2015,120000,112,"Manufact",2021-11-04 16:47:19.903492,"M","Car","Burger","No",1600000,3,4,0.084041027,0.038657133,0.8690334,FALSE,65,"Ivy",12,"419","M",500,"District of Columbia",4,0,"Yes","No","No",358.7,NA,"Digital",1769.55,0.924113475,0.075886525,0.93,0.086,20006,2021,11,4,"Thu",16,"M","DCArea",NA,0
1,"Personal",0,77,30,"Yes",2051.19,110898216,32,NA,NA,NA,"Washington Capitals",1998,NA,113,NA,2020-12-17 22:45:04.870912,"M",NA,"Hot Dog","No",6e+05,1,6,0.015677804,0.06114322,0.615544019,FALSE,61,"Frank",54,"111",NA,6765.26,"Virginia",2,0.2,NA,NA,"No",4714.07,27,"Physical",13530.52,0.604964539,0.395035461,0.83,0.095,20103,2020,12,17,"Thu",22,"M","DCArea",0,0
1,"Personal",0,54,0,"Yes",1286.97,110944266,NA,"PHD","Alexander Ovechkin","NHL","Washington Capitals",2013,NA,114,"Finance",2021-09-22 18:04:00.941924,"M","Car","Soda","No",8e+05,2,4,0.098952536,0.051147146,0.636663979,FALSE,71,"Emma",23,"Club","M",2137.9125,"Virginia",3,0,"Yes","No","No",423.36,12,"Digital",3848.2425,0.463120567,0.536879433,0.93,0.251,20110,2021,9,22,"Wed",18,"M","DCArea",0,0
0,"Shared",0,35,15,"Yes",862.67,111048796,NA,NA,NA,NA,"Other",2016,110000,115,NA,2019-11-14 08:29:27.858016,"M",NA,"Other","No",NA,3,2,0.066459018,0.069849308,0.133329368,TRUE,76.11924106,"Alice",7.5,"206","M",0,"Iowa",1,0.39,NA,NA,"No",35.43,1,"Digital",898.1,0.785106383,0.214893617,0.94,0.187,50308,2019,11,14,"Thu",8,"M","Midwest",0,0
1,"Personal",0,29,30,"Yes",1048.45,111117229,1,"AD","Hunter Shepard","NHL","Washington Capitals",2023,NA,116,"Tech",2023-08-15 14:04:25.987406,"M","Car","Beer","No",NA,1,4,0.080250835,0.218193887,0.988347092,FALSE,54.58767228,"Alice",12.5,"201","M",1310.5625,"District of Columbia",1,0.47,"No","Yes","Yes",0,NA,"Digital",2359.0125,0.508510638,0.491489362,0.64,0.123,20006,2023,8,15,"Tue",14,"M","DCArea",NA,0
1,"Shared",0,NA,30,"Yes",762.53,111185467,NA,"HS","John Carlson","NHL","Other",2012,85000,117,"Tech",2018-12-06 12:43:02.419246,NA,"Car","Popcorn","No",NA,3,2,0.016670476,0.05130639,0.531424663,FALSE,47,"Frank",7,"101","M",0,"Delaware",2,0.21,"Yes","No","No",450.89,13,"Digital",1213.42,0.793617021,0.206382979,0.77,0.093,19909,2018,12,6,"Thu",12,NA,"South",0,0
0,"Business",0,74,30,"Yes",1770.94,111382380,254,NA,NA,NA,"Washington Capitals",2016,NA,118,NA,2020-08-18 07:03:10.905891,"D",NA,"Popcorn","No",2100000,1,6,0.049183971,0.143414663,0.88,TRUE,63,"David",23,"Club","F",2401.6125,"West Virginia",4,0.27,NA,NA,"Yes",150.35,3,"Digital",4322.9025,0.517730496,0.482269504,0.75,0.056,25303,2020,8,18,"Tue",7,"D","South",0,0
